Item ID,Created Time,Last Modified Time,Item Name,Sales Description,Selling Price,Sales Account,Is Returnable Item,Brand,Manufacturer,Package Weight,Package Length,Package Width,Package Height,Dimension Unit,Weight Unit,Is Receivable Service,Tax Name,Tax Percentage,Tax Type,Purchase Tax Name,Purchase Tax Percentage,Purchase Tax Type,Product Type,Source,Reference ID,Last Sync Time,Status,Unit,Unit Name,SKU,UPC,EAN,ISBN,Part Number,Purchase Price,Purchase Account,Purchase Description,Inventory Account,Inventory Valuation Method,Reorder Level,Preferred Vendor,Location Name,Opening Stock,Opening Stock Value,Stock On Hand,Is Combo Product,Item Type,Sellable,Purchasable,Track Inventory,Product Name,Item Description,AttributeName1,AttributeType1,AttributeName2,AttributeType2,AttributeName3,AttributeType3,AttributeOption1,AttributeOptionData1,AttributeOption2,AttributeOptionData2,AttributeOption3,AttributeOptionData3,Category Name,Parent Category,CUSTOMER TYPE
4516918000000119477,2023-09-25 07:48:50,2026-07-23 12:31:21,FAN-2,"16"" Mist Fan W Remote-1x1",IQD 120000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GF21160,6294015534863,,,GF21160,IQD 82856,Cost of Goods Sold,"16"" Mist Fan W Remote-1x1",Inventory Asset,fifo,,Western International LLC,ERB,34,IQD 82856,8,false,Inventory,true,true,true,FAN-2,"16"" Mist Fan W Remote-1x1",,,,,,,,,,,,,Discontinued,LHH,
4516918000000119490,2023-09-25 07:48:51,2025-11-15 13:05:05,IRON-1,Cordless/CordedSteam Iron/Cermic Sole-1x6,IQD 39000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GSI24015,6294015517927,,,GSI24015,IQD 30092,Cost of Goods Sold,Cordless/CordedSteam Iron/Cermic Sole-1x6,Inventory Asset,fifo,,Western International LLC,ERB,3,IQD 30092,0,false,Inventory,true,true,true,IRON-1,Cordless/CordedSteam Iron/Cermic Sole-1x6,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119503,2023-09-25 07:48:51,2026-08-11 11:51:51,IRON-4,Ceramic Steam Iron/480mLTank/3000W-1x8,IQD 49000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GSI24025,6294015533101,,,GSI24025,IQD 22376,Cost of Goods Sold,Ceramic Steam Iron/480mLTank/3000W-1x8,Inventory Asset,fifo,,Western International LLC,ERB,3,IQD 21585,354,false,Inventory,true,true,true,IRON-4,Ceramic Steam Iron/480mLTank/3000W-1x8,,,,,,,,,,,,,Active,ELC,
4516918000000119516,2023-09-25 07:48:51,2026-08-11 11:51:51,GARMENT STEAMER-1,Garment Steamer/SS NozlePanel/1.5L/2000W,IQD 79000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GGS25022,6294016353265,,,GGS25022,IQD 37746,Cost of Goods Sold,Garment Steamer/SS NozlePanel/1.5L/2000W,Inventory Asset,fifo,,Western International LLC,ERB,141,IQD 34425,632,false,Inventory,true,true,true,GARMENT STEAMER-1,Garment Steamer/SS NozlePanel/1.5L/2000W,,,,,,,,,,,,,Active,ELC,
4516918000000119529,2023-09-25 07:48:51,2025-11-15 13:05:14,VACUUM CLEANER-1,Wet&Dry&Blow S/S Vacuum Cleaner/23L/2400W,IQD 52500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GVC19011,6294015508659,,,GVC19011,IQD 76260,Cost of Goods Sold,Wet&Dry&Blow S/S Vacuum Cleaner/23L/2400W,Inventory Asset,fifo,,Western International LLC,ERB,3,IQD 76260,1,false,Inventory,true,true,true,VACUUM CLEANER-1,Wet&Dry&Blow S/S Vacuum Cleaner/23L/2400W,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119542,2023-09-25 07:48:51,2026-08-10 13:33:53,VACUUM CLEANER-3,Rechargeable Handheld Vaccum Cleaner/Low Noise-1x8,IQD 60000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GVC19015UK,6294015510096,,,GVC19015UK,IQD 37185,Cost of Goods Sold,Rechargeable Handheld Vaccum Cleaner/Low Noise-1x8,Inventory Asset,fifo,,Western International LLC,ERB,22,IQD 37185,13,false,Inventory,true,true,true,VACUUM CLEANER-3,Rechargeable Handheld Vaccum Cleaner/Low Noise-1x8,,,,,,,,,,,,,Clearance,LHH,
4516918000000119555,2023-09-25 07:48:51,2026-08-10 13:33:53,VACUUM CLEANER-4,2In1 Stick& Handheld Vacuum Cleaner/600W-1x6,IQD 89000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GVC2596,6294015506242,,,GVC2596,IQD 41186,Cost of Goods Sold,2In1 Stick& Handheld Vacuum Cleaner/600W-1x6,Inventory Asset,fifo,,Western International LLC,ERB,166,IQD 39675,285,false,Inventory,true,true,true,VACUUM CLEANER-4,2In1 Stick& Handheld Vacuum Cleaner/600W-1x6,,,,,,,,,,,,,Active,ELC,
4516918000000119568,2023-09-25 07:48:51,2026-08-10 13:33:53,VACUUM CLEANER-5,Vacuum Cleanr/3L/Spd Cntrl/Low Noise-1x2,IQD 139000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GVC19023,6294015530988,,,GVC19023,IQD 66691,Cost of Goods Sold,Vacuum Cleanr/3L/Spd Cntrl/Low Noise-1x2,Inventory Asset,fifo,,Western International LLC,ERB,19,IQD 62790,111,false,Inventory,true,true,true,VACUUM CLEANER-5,Vacuum Cleanr/3L/Spd Cntrl/Low Noise-1x2,,,,,,,,,,,,,Active,ELC,
4516918000000119581,2023-09-25 07:48:51,2026-08-10 11:07:53,VACUUM CLEANER-6,Vacuum Cleaner/Dust Capacity 1.5L-1x1,IQD 66000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GVC2594,6294015506051,,,GVC2594,IQD 38926.50431,Cost of Goods Sold,Vacuum Cleaner/Dust Capacity 1.5L-1x1,Inventory Asset,fifo,,Western International LLC,ERB,216,IQD 37045,15,false,Inventory,true,true,true,VACUUM CLEANER-6,Vacuum Cleaner/Dust Capacity 1.5L-1x1,,,,,,,,,,,,,Active,ELC,
4516918000000119594,2023-09-25 07:48:51,2025-11-15 13:05:14,WATER DISPENSER-1,Bottom Load Water Disp/Hot/Cold/Norm-1x1,IQD 208500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GWD17021,6294015519426,,,GWD17021,IQD 188325,Cost of Goods Sold,Bottom Load Water Disp/Hot/Cold/Norm-1x1,Inventory Asset,fifo,,Western International LLC,,,,0,false,Inventory,true,true,true,WATER DISPENSER-1,Bottom Load Water Disp/Hot/Cold/Norm-1x1,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119607,2023-09-25 07:48:52,2026-04-30 08:02:27,HUMIDIFIER-1,Ultrasonic Humidifier/2.6Lcpcty/9Hrs-1x8,IQD 37500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GUH2484,6294015505498,,,GUH2484,IQD 24158,Cost of Goods Sold,Ultrasonic Humidifier/2.6Lcpcty/9Hrs-1x8,Inventory Asset,fifo,,Western International LLC,ERB,1,IQD 24158,2,false,Inventory,true,true,true,HUMIDIFIER-1,Ultrasonic Humidifier/2.6Lcpcty/9Hrs-1x8,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119620,2023-09-25 07:48:52,2026-06-11 14:21:34,JUICE EXTRACTOR-1,Citrus Juicer/Cut& Squeeze/Dual Sqezr-1x6,IQD 45000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GCJ5347,6294010880835,,,GCJ5347,IQD 30080,Cost of Goods Sold,Citrus Juicer/Cut& Squeeze/Dual Sqezr-1x6,Inventory Asset,fifo,,Western International LLC,ERB,5,IQD 30080,3,false,Inventory,true,true,true,JUICE EXTRACTOR-1,Citrus Juicer/Cut& Squeeze/Dual Sqezr-1x6,,,,,,,,,,,,,Clearance,LHH,
4516918000000119633,2023-09-25 07:48:52,2026-08-10 13:33:53,JUICE EXTRACTOR-2,Citrus Juicer/1.0L Plstc cup/25W,IQD 26000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GCJ9900,6294015504361,,,GCJ9900,IQD 12068,Cost of Goods Sold,Citrus Juicer/1.0L Plstc cup/25W,Inventory Asset,fifo,,Western International LLC,ERB,43,IQD 10065,136,false,Inventory,true,true,true,JUICE EXTRACTOR-2,Citrus Juicer/1.0L Plstc cup/25W,,,,,,,,,,,,,Active,ELC,
4516918000000119646,2023-09-25 07:48:52,2025-11-15 13:04:59,COFFEE MAKER-1,Turkish Coffee Maker 4cups Capacity-1x12,IQD 40500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GCM41515,6294015533378,,,GCM41515,IQD 33783,Cost of Goods Sold,Turkish Coffee Maker 4cups Capacity-1x12,Inventory Asset,fifo,,Western International LLC,ERB,1,IQD 33783,0,false,Inventory,true,true,true,COFFEE MAKER-1,Turkish Coffee Maker 4cups Capacity-1x12,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119659,2023-09-25 07:48:52,2026-08-10 11:18:17,COFFEE MAKER-3,Capsule Coffee Maker/0.65L WaterTank-1x2,IQD 155000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GCM41509,6294015530087,,,GCM41509,IQD 92430,Cost of Goods Sold,Capsule Coffee Maker/0.65L WaterTank-1x2,Inventory Asset,fifo,,Western International LLC,ERB,44,IQD 92430,21,false,Inventory,true,true,true,COFFEE MAKER-3,Capsule Coffee Maker/0.65L WaterTank-1x2,,,,,,,,,,,,,Clearance,LHH,
4516918000000119672,2023-09-25 07:48:52,2026-08-10 13:39:03,COFFEE MAKER-4,Turkish Coffee Maker SS/0.8L-1x40,IQD 22000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GK38050,6294015534115,,,GK38050,IQD 8940,Cost of Goods Sold,Turkish Coffee Maker SS/0.8L-1x40,Inventory Asset,fifo,,Western International LLC,ERB,88,IQD 9495,97,false,Inventory,true,true,true,COFFEE MAKER-4,Turkish Coffee Maker SS/0.8L-1x40,,,,,,,,,,,,,Active,ELC,
4516918000000119685,2023-09-25 07:48:52,2026-08-10 13:33:53,BLENDER-1,Blender 3-In-1 /400W-1x4,IQD 59000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GSB44034,6294015531695,,,GSB44034,IQD 27231,Cost of Goods Sold,Blender 3-In-1 /400W-1x4,Inventory Asset,fifo,,Western International LLC,ERB,4,IQD 29865,31,false,Inventory,true,true,true,BLENDER-1,Blender 3-In-1 /400W-1x4,,,,,,,,,,,,,Active,ELC,
4516918000000119698,2023-09-25 07:48:52,2026-07-28 12:50:24,BLENDER-2,2 in1 Electric Blender with GlassJar-1x4,IQD 60000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GSB1603,6294001701286,,,GSB1603,IQD 36195,Cost of Goods Sold,2 in1 Electric Blender with GlassJar-1x4,Inventory Asset,fifo,,Western International LLC,,,,2,false,Inventory,true,true,true,BLENDER-2,2 in1 Electric Blender with GlassJar-1x4,,,,,,,,,,,,,Clearance,LHH,
4516918000000119711,2023-09-25 07:48:53,2026-06-23 21:57:50,HAND BLENDER-1,Hand Blender/2Spd/Plastic stick/200W,IQD 16000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GHB43039UK,6294015529807,,,GHB43039UK,IQD 8669,Cost of Goods Sold,Hand Blender/2Spd/Plastic stick/200W,Inventory Asset,fifo,,Western International LLC,ERB,256,IQD 8669,10,false,Inventory,true,true,true,HAND BLENDER-1,Hand Blender/2Spd/Plastic stick/200W,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119724,2023-09-25 07:48:53,2026-08-10 13:33:53,HAND BLENDER-2,Hand Blender/1Spd/Plas Stick/SS Blade-1x16,IQD 24000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GHB6143,6294015502107,,,GHB6143,IQD 11253.65444,Cost of Goods Sold,Hand Blender/1Spd/Plas Stick/SS Blade-1x16,Inventory Asset,fifo,,Western International LLC,ERB,7,IQD 10110,182,false,Inventory,true,true,true,HAND BLENDER-2,Hand Blender/1Spd/Plas Stick/SS Blade-1x16,,,,,,,,,,,,,Active,ELC,
4516918000000119737,2023-09-25 07:48:53,2025-11-15 13:04:59,COFFEE GRINDER-1,Coffee Grinder/SS Blade/50G-1x12,IQD 19500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GCG41012,6294015517965,,,GCG41012,IQD 13983,Cost of Goods Sold,Coffee Grinder/SS Blade/50G-1x12,Inventory Asset,fifo,,Western International LLC,ERB,86,IQD 13983,2,false,Inventory,true,true,true,COFFEE GRINDER-1,Coffee Grinder/SS Blade/50G-1x12,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119750,2023-09-25 07:48:53,2026-02-05 09:32:42,CHOPPER-1,Rech.Mini Choppr/2Blade-SS/300Ml/USB-1x24,IQD 18000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GMC42022,6294015532180,,,GMC42022,IQD 11371,Cost of Goods Sold,Rech.Mini Choppr/2Blade-SS/300Ml/USB-1x24,Inventory Asset,fifo,,Western International LLC,ERB,93,IQD 11371,7,false,Inventory,true,true,true,CHOPPER-1,Rech.Mini Choppr/2Blade-SS/300Ml/USB-1x24,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119763,2023-09-25 07:48:53,2025-11-15 13:05:01,ELECTRIC KETTLE-1,Double Layer Electric Kettle/1.2L-1x16,IQD 28500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GK38012,6294015507430,,,GK38012,IQD 18585,Cost of Goods Sold,Double Layer Electric Kettle/1.2L-1x16,Inventory Asset,fifo,,Western International LLC,ERB,2,IQD 18585,0,false,Inventory,true,true,true,ELECTRIC KETTLE-1,Double Layer Electric Kettle/1.2L-1x16,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119776,2023-09-25 07:48:53,2026-05-11 21:22:33,ELECTRIC KETTLE-2,1.8L Kettle SS -1x12,IQD 22500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GK38042,6294016353258,,,GK38042,IQD 10293.8325,Cost of Goods Sold,1.8L Kettle SS -1x12,Inventory Asset,fifo,,Western International LLC,ERB,2,IQD 9570,15,false,Inventory,true,true,true,ELECTRIC KETTLE-2,1.8L Kettle SS -1x12,,,,,,,,,,,,,Active,ELC,
4516918000000119789,2023-09-25 07:48:53,2026-06-01 14:27:13,ELECTRIC KETTLE-3,1.8L Kettle SS/1500W/AutoCutoff-1x12,IQD 15000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GK38053,6294015535099,,,GK38053,IQD 12750,Cost of Goods Sold,1.8L Kettle SS/1500W/AutoCutoff-1x12,Inventory Asset,fifo,,Western International LLC,ERB,2,IQD 12750,0,false,Inventory,true,true,true,ELECTRIC KETTLE-3,1.8L Kettle SS/1500W/AutoCutoff-1x12,,,,,,,,,,,,,Clearance,LHH,
4516918000000119802,2023-09-25 07:48:53,2026-08-11 11:51:51,ELECTRIC KETTLE-5,1.8L GlassKettle/W Temp Level -1x12,IQD 29000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GK9901,6294015504675,,,GK9901,IQD 12422.64699,Cost of Goods Sold,1.8L GlassKettle/W Temp Level -1x12,Inventory Asset,fifo,,Western International LLC,ERB,86,IQD 11265,203,false,Inventory,true,true,true,ELECTRIC KETTLE-5,1.8L GlassKettle/W Temp Level -1x12,,,,,,,,,,,,,Active,ELC,
4516918000000119815,2023-09-25 07:48:54,2025-11-15 13:05:01,ELECTRIC KETTLE-7,1.7L Plastic Kettle/Water Gauge-1x8,IQD 18000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GK38029UK,6294016353395,,,GK38029UK,IQD 9903,Cost of Goods Sold,1.7L Plastic Kettle/Water Gauge-1x8,Inventory Asset,fifo,,Western International LLC,ERB,48,IQD 9903,3,false,Inventory,true,true,true,ELECTRIC KETTLE-7,1.7L Plastic Kettle/Water Gauge-1x8,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119828,2023-09-25 07:48:54,2026-08-09 11:44:24,GRILL MAKER-1,Grill Maker/ SS/Nonstck Grill Surface-1x4,IQD 55000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GGM5394,6294010882013,,,GGM5394,IQD 28780,Cost of Goods Sold,Grill Maker/ SS/Nonstck Grill Surface-1x4,Inventory Asset,fifo,,Western International LLC,ERB,27,IQD 28460,1,false,Inventory,true,true,true,GRILL MAKER-1,Grill Maker/ SS/Nonstck Grill Surface-1x4,,,,,,,,,,,,,Clearance,LHH,
4516918000000119841,2023-09-25 07:48:54,2025-11-15 13:05:03,GRILL MAKER-2,Mulifunction Grill Maker/Detachable cooking Plate-1x3,IQD 36000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GGM5458,6294010887629,,,GGM5458,IQD 56205,Cost of Goods Sold,Mulifunction Grill Maker/Detachable cooking Plate-1x3,Inventory Asset,fifo,,Western International LLC,ERB,11,IQD 56205,1,false,Inventory,true,true,true,GRILL MAKER-2,Mulifunction Grill Maker/Detachable cooking Plate-1x3,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119854,2023-09-25 07:48:54,2026-08-10 13:33:53,GRILL MAKER-3,2 Slize Grill Maker 750 W /Non stick Cooking Plate,IQD 29000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GGM6001,6294015500721,,,GGM6001,IQD 12891.13836,Cost of Goods Sold,2 Slize Grill Maker 750 W /Non stick Cooking Plate,Inventory Asset,fifo,,Western International LLC,ERB,10,IQD 11295,442,false,Inventory,true,true,true,GRILL MAKER-3,2 Slize Grill Maker 750 W /Non stick Cooking Plate,,,,,,,,,,,,,Active,ELC,
4516918000000119867,2023-09-25 07:48:54,2025-11-15 13:04:58,BREAD TOASTER-1,2 Slice Bread Toaster/crumb tray-1x6,IQD 25500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GBT36515,6294015522778,,,GBT36515,IQD 15570,Cost of Goods Sold,2 Slice Bread Toaster/crumb tray-1x6,Inventory Asset,fifo,,Western International LLC,ERB,6,IQD 15570,0,false,Inventory,true,true,true,BREAD TOASTER-1,2 Slice Bread Toaster/crumb tray-1x6,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119880,2023-09-25 07:48:54,2025-12-11 22:33:53,BREAD TOASTER-2,2Slice Bread Toaster/Crumbtray/7 settnig-1x4,IQD 19500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GBT36536,6294015530407,,,GBT36536,IQD 30780,Cost of Goods Sold,2Slice Bread Toaster/Crumbtray/7 settnig-1x4,Inventory Asset,fifo,,Western International LLC,ERB,2,IQD 30780,1,false,Inventory,true,true,true,BREAD TOASTER-2,2Slice Bread Toaster/Crumbtray/7 settnig-1x4,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119893,2023-09-25 07:48:54,2026-06-23 21:51:19,DEEP FRYER-1,Deep Fryer/1.5 L/Non stick Coating-1x2,IQD 31500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GDF36016,6294015530476,,,GDF36016,IQD 38745,Cost of Goods Sold,Deep Fryer/1.5 L/Non stick Coating-1x2,Inventory Asset,fifo,,Western International LLC,ERB,7,IQD 38745,4,false,Inventory,true,true,true,DEEP FRYER-1,Deep Fryer/1.5 L/Non stick Coating-1x2,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119906,2023-09-25 07:48:54,2026-05-16 13:50:09,AIR FRYER-1,Air Fryer/8L/Oil Free/Timer /1700W-1x1,IQD 132000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GAF37520,6294015531046,,,GAF37520,IQD 93300,Cost of Goods Sold,Air Fryer/8L/Oil Free/Timer /1700W-1x1,Inventory Asset,fifo,,Western International LLC,ERB,2,IQD 93300,1,false,Inventory,true,true,true,AIR FRYER-1,Air Fryer/8L/Oil Free/Timer /1700W-1x1,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119919,2023-09-25 07:48:54,2025-11-15 13:04:57,AIR FRYER-2,Air Fryer /Oil Free/4.2L/Cool&Touch-1x2,IQD 88500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GAF37517,6294016354989,,,GAF37517,IQD 71295,Cost of Goods Sold,Air Fryer /Oil Free/4.2L/Cool&Touch-1x2,Inventory Asset,fifo,,Western International LLC,ERB,2,IQD 71295,2,false,Inventory,true,true,true,AIR FRYER-2,Air Fryer /Oil Free/4.2L/Cool&Touch-1x2,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119932,2023-09-25 07:48:55,2026-08-09 08:33:51,TRIMMER-1,Stubble Trimmer-1x24,IQD 16000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GTR56011,6294015508703,,,GTR56011,IQD 7101,Cost of Goods Sold,Stubble Trimmer-1x24,Inventory Asset,fifo,,Western International LLC,ERB,210,IQD 9465,5,false,Inventory,true,true,true,TRIMMER-1,Stubble Trimmer-1x24,,,,,,,,,,,,,Active,ELC,
4516918000000119945,2023-09-25 07:48:55,2026-08-10 13:39:03,TRIMMER-2,Rechargeable Trimmer/USB charge cable-1x20,IQD 18000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GTR56024,6294015517798,,,GTR56024,IQD 7578,Cost of Goods Sold,Rechargeable Trimmer/USB charge cable-1x20,Inventory Asset,fifo,,Western International LLC,ERB,193,IQD 6000,134,false,Inventory,true,true,true,TRIMMER-2,Rechargeable Trimmer/USB charge cable-1x20,,,,,,,,,,,,,Active,ELC,
4516918000000119958,2023-09-25 07:48:55,2026-01-23 19:05:58,TRIMMER-3,Rechargeable Hair Clipper/USB Charge/LED Display- 1x24,IQD 24000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GTR56028,6294015534382,,,GTR56028,IQD 15765,Cost of Goods Sold,Rechargeable Hair Clipper/USB Charge/LED Display- 1x24,Inventory Asset,fifo,,Western International LLC,ERB,1,IQD 15765,0,false,Inventory,true,true,true,TRIMMER-3,Rechargeable Hair Clipper/USB Charge/LED Display- 1x24,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119971,2023-09-25 07:48:55,2025-11-15 13:05:13,TRIMMER-4,Rechargeable Hair Trimmer&Body groomr/600mah-1x24,IQD 18000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GTR56037,6294015535730,,,GTR56037,IQD 11926,Cost of Goods Sold,Rechargeable Hair Trimmer&Body groomr/600mah-1x24,Inventory Asset,fifo,,Western International LLC,ERB,6,IQD 11926,0,false,Inventory,true,true,true,TRIMMER-4,Rechargeable Hair Trimmer&Body groomr/600mah-1x24,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119984,2023-09-25 07:48:55,2025-11-15 13:05:13,TRIMMER-5,Recharable Hair and Beard Trimmer/45Mins-1x20,IQD 19500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GTR56047,6294015541496,,,GTR56047,IQD 12477,Cost of Goods Sold,Recharable Hair and Beard Trimmer/45Mins-1x20,Inventory Asset,fifo,,Western International LLC,ERB,2,IQD 12477,0,false,Inventory,true,true,true,TRIMMER-5,Recharable Hair and Beard Trimmer/45Mins-1x20,,,,,,,,,,,,,Discontinued,LHH,
4516918000000119997,2023-09-25 07:48:55,2025-12-20 09:00:11,TRIMMER-7,AC Hair Clipper/Ceramic Blade-1x20,IQD 16500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GTR8654,6294010889111,,,GTR8654,IQD 10130,Cost of Goods Sold,AC Hair Clipper/Ceramic Blade-1x20,Inventory Asset,fifo,,Western International LLC,ERB,8,IQD 10130,0,false,Inventory,true,true,true,TRIMMER-7,AC Hair Clipper/Ceramic Blade-1x20,,,,,,,,,,,,,Discontinued,LHH,
4516918000000120010,2023-09-25 07:48:55,2026-03-07 11:09:26,TRIMMER-8,Rechargeable Shaver-1x40,IQD 13500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GSR8695,6294015501261,,,GSR8695,IQD 8785,Cost of Goods Sold,Rechargeable Shaver-1x40,Inventory Asset,fifo,,Western International LLC,ERB,3,IQD 8785,0,false,Inventory,true,true,true,TRIMMER-8,Rechargeable Shaver-1x40,,,,,,,,,,,,,Clearance,LHH,
4516918000000120023,2023-09-25 07:48:55,2026-08-10 13:39:03,TRIMMER-9,Ear& Nose Trimmer-1x200,IQD 8500,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GNT8651,6294010889081,,,GNT8651,IQD 2991,Cost of Goods Sold,Ear& Nose Trimmer-1x200,Inventory Asset,fifo,,Western International LLC,ERB,31,IQD 3225,292,false,Inventory,true,true,true,TRIMMER-9,Ear& Nose Trimmer-1x200,,,,,,,,,,,,,Active,ELC,
4516918000000120036,2023-09-25 07:48:56,2026-08-11 11:51:51,MENS SHAVER-1,Rechargeable Men's Shaver/Water Proof/LED Display-1x24,IQD 28000,Sales,true,GEEPAS,,0,0,0,0,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,GSR57501,6294015534146,,,GSR57501,IQD 11432.92764,Cost of Goods Sold,Rechargeable Men's Shaver/Water Proof/LED Display-1x24,Inventory Asset,fifo,,Western International LLC,ERB,66,IQD 13905,105,false,Inventory,true,true,true,MENS SHAVER-1,Rechargeable Men's Shaver/Water Proof/LED Display-1x24,,,,,,,,,,,,,Active,ELC,
